Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Dramatization	Mike Nichols	Universal	7.3	43168	R	Drama	75000000	21-Dec-07	81	NUUUU	Based on Book/Short Story	Charlie Wilson's War	17517037	66661095	118661095
NUUUU	Mark Duplass	Fox Searchlight	NUUUU	NUUUU	R	Comedy	7000000	18-Jun-10	81	NUUUU	Original Screenplay	Cyrus	NUUUU	7426671	8514729
Contemporary Fiction	NUUUU	Sony Pictures	2.4	6809	PG	Comedy	76000000	8-Aug-07	1	85	Original Screenplay	Daddy Day Camp	5405521	13235267	18197398
Contemporary Fiction	Steve Carr	Sony Pictures	5.5	14944	PG	Comedy	60000000	9-May-03	28	92	Original Screenplay	Daddy Day Care	NUUUU	104148781	164285587
Historical Fiction	Brian De Palma	Universal	5.6	35210	R	Thriller/Suspense	60000000	15-Sep-06	33	121	Based on Book/Short Story	The Black Dahlia	12350794	22672813	46672813
Contemporary Fiction	NUUUU	Lionsgate	4.9	5565	PG-13	Drama	5500000	25-Feb-05	16	116	Based on Play	Diary of a Mad Black Woman	NUUUU	50406346	50425450
Contemporary Fiction	Damien Wayans	Paramount Pictures	3.4	5002	PG-13	Comedy	25000000	22-May-09	17	83	Original Screenplay	Dance Flick	NUUUU	25662155	32092761
Contemporary Fiction	NUUUU	Sony Pictures	NUUUU	NUUUU	PG	Comedy	2300000	1-May-98	80	NUUUU	Original Screenplay	Dancer, Texas Pop. 81	NUUUU	574838	574838
Super Hero	Mark Steven Johnson	20th Century Fox	5.5	63574	PG-13	Action	80000000	14-Feb-03	44	105	Based on Comic/Graphic Novel	Daredevil	NUUUU	102543518	179179718
Fantasy	Alex Proyas	New Line	7.8	62991	R	Thriller/Suspense	27000000	27-Feb-98	77	NUUUU	Original Screenplay	Dark City	NUUUU	14435076	27257061
Fantasy	Chris Weitz	New Line	NUUUU	NUUUU	PG-13	Adventure	205000000	1-Dec-07	NUUUU	NUUUU	Based on Book/Short Story	His Dark Materials: The Golden Compass	41772382	70107728	372234864
Fantasy	Richard Kelly	Newmarket Films	8.3	210713	R	Drama	4500000	26-Oct-01	84	NUUUU	Original Screenplay	Donnie Darko	NUUUU	1270522	4116307
Fantasy	Walter Salles	Walt Disney Pictures	5.6	19652	PG-13	Thriller/Suspense	60000000	8-Jul-05	46	NUUUU	Remake	Dark Water	NUUUU	25473093	49473093
Contemporary Fiction	Robert Luketic	Dreamworks SKG	5.7	10366	PG-13	Romantic Comedy	24000000	23-Jan-04	52	NUUUU	Original Screenplay	Win a Date with Tad Hamilton!	NUUUU	16980098	16980098
Contemporary Fiction	Jason Friedberg	20th Century Fox	2.6	31821	PG-13	Comedy	20000000	17-Feb-06	6	NUUUU	Original Screenplay	Date Movie	18840886	48548426	84548426
Contemporary Fiction	Shawn Levy	20th Century Fox	6.5	22925	PG-13	Comedy	55000000	9-Apr-10	67	NUUUU	Original Screenplay	Date Night	19432795	98711404	152253432
Science Fiction	Zack Snyder	Universal	7.4	73875	R	Horror	28000000	19-Mar-04	76	100	Remake	Dawn of the Dead	NUUUU	58990765	102290765
Science Fiction	Michael Spierig	Lionsgate	6.6	28241	R	Thriller/Suspense	20000000	8-Jan-10	NUUUU	NUUUU	Original Screenplay	Daybreakers	11463099	30101577	48969954
Fantasy	Steve Miner	Warner Bros.	4.5	8395	R	Horror	18000000	8-Apr-08	NUUUU	NUUUU	Remake	Day of the Dead	NUUUU	0	0
Dramatization	Denzel Washington	Weinstein Co.	7.6	14530	PG-13	Drama	15000000	25-Dec-07	79	130	Based on Real Life Events	The Great Debaters	24133037	30226144	30226144
Contemporary Fiction	Bruce Beresford	Paramount Pictures	6.0	28887	R	Action	40000000	24-Sep-99	25	105	Original Screenplay	Double Jeopardy	NUUUU	116735231	177835231
NUUUU	NUUUU	Vitagraph Films	7.4	10383	R	NUUUU	19700000	21-Aug-09	NUUUU	149	NUUUU	Der Baader Meinhof Komplex	NUUUU	476270	16498827
Contemporary Fiction	Renny Harlin	Warner Bros.	5.6	44191	R	Action	60000000	28-Jul-99	57	105	Original Screenplay	Deep Blue Sea	NUUUU	73648228	165048228
Contemporary Fiction	John Schultz	20th Century Fox	5.1	6968	PG-13	Comedy	8000000	1-Oct-99	26	91	Based on Book/Short Story	Drive Me Crazy	NUUUU	17843379	22591451
Factual	Michel Gondry	Focus Features	NUUUU	NUUUU	R	Documentary	3000000	3-Mar-06	NUUUU	NUUUU	Based on Real Life Events	Dave Chappelle's Block Party	18713941	11718595	12051924
Contemporary Fiction	NUUUU	Fine Line	7.8	36542	R	Musical	12500000	22-Sep-00	68	NUUUU	Original Screenplay	Dancer in the Dark	NUUUU	4157491	45557491
Fantasy	George A. Romero	Weinstein Co.	6.0	20792	R	Horror	2750000	15-Feb-08	NUUUU	NUUUU	Original Screenplay	Diary of the Dead	4653193	952620	4726656
Contemporary Fiction	Lasse Hallstrom	Sony/Screen Gems	7.0	246	PG-13	Drama	25000000	5-Feb-10	28	NUUUU	Based on Book/Short Story	Dear John	19179552	80014842	112014842
NUUUU	Thomas Vinterberg	WellSpring	6.6	5574	Not Rated	Drama	8000000	23-Sep-05	37	NUUUU	Original Screenplay	Dear Wendy	NUUUU	23106	446438
NUUUU	Angela Robinson	Samuel Goldwyn Films	5.1	6675	PG-13	Action	3500000	25-Mar-05	NUUUU	NUUUU	Original Screenplay	D.E.B.S.	NUUUU	96793	96793
Contemporary Fiction	Woody Allen	Fine Line	7.2	16820	R	Romantic Comedy	20000000	12-Dec-97	70	NUUUU	Original Screenplay	Deconstructing Harry	NUUUU	10686841	10686841
Contemporary Fiction	NUUUU	Sony Pictures	5.5	39756	PG-13	Comedy	50000000	28-Jun-02	22	96	Based on Book/Short Story	Mr. Deeds	NUUUU	126293452	171269535
Contemporary Fiction	NUUUU	Sony Pictures	6.0	5790	PG-13	Drama	40000000	12-Mar-99	42	NUUUU	Based on Book/Short Story	The Deep End of the Ocean	NUUUU	13508635	13508635
Contemporary Fiction	Stephen Sommers	Walt Disney Pictures	5.7	12484	R	Action	45000000	30-Jan-98	30	NUUUU	Original Screenplay	Deep Rising	NUUUU	11203026	11203026
Contemporary Fiction	NUUUU	Universal	NUUUU	NUUUU	PG-13	Romantic Comedy	7000000	14-Feb-08	71	NUUUU	Original Screenplay	Definitely, Maybe	12928344	32241649	55534224
Contemporary Fiction	Neil LaBute	Sony Pictures	5.1	6628	R	Comedy	21000000	16-Apr-10	38	NUUUU	Remake	Death at a Funeral	9750680	42739347	42739347
Science Fiction	Tony Scott	Walt Disney Pictures	7.0	66106	PG-13	Thriller/Suspense	80000000	22-Nov-06	NUUUU	126	Original Screenplay	DÈj‡ Vu	40502497	64038616	181038616
Kids Fiction	NUUUU	Freestyle Releasing	4.4	1177	PG	Adventure	40000000	12-Dec-08	12	88	Original Screenplay	Delgo	NUUUU	915840	915840
NUUUU	NUUUU	Universal	7.7	10529	PG	Comedy	69000000	9-Jul-10	80	95	NUUUU	Despicable Me	NUUUU	244885070	333572855
Contemporary Fiction	NUUUU	Sony Pictures	4.3	18228	R	Comedy	22000000	12-Aug-05	10	NUUUU	Original Screenplay	Deuce Bigalow: European Gigolo	NUUUU	22400154	44400154
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.6	25397	R	Comedy	18000000	10-Dec-99	23	88	Original Screenplay	Deuce Bigalow: Male Gigolo	NUUUU	65535067	92935067
Contemporary Fiction	Alan J. Pakula	Sony Pictures	5.8	21331	R	Thriller/Suspense	90000000	26-Mar-97	29	NUUUU	Based on Book/Short Story	The Devil's Own	NUUUU	42885593	140900000
Fantasy	NUUUU	Sony Pictures	4.6	12771	PG-13	Horror	7000000	24-Jan-03	8	86	Original Screenplay	Darkness Falls	NUUUU	32539681	32539681
Historical Fiction	Edward Zwick	Paramount Vantage	5.9	362	R	Drama	50000000	31-Dec-08	56	NUUUU	Original Screenplay	Defiance	13421577	28644813	42268745
Historical Fiction	NUUUU	Warner Bros.	5.9	482	PG	Drama	7000000	27-Aug-99	17	NUUUU	Based on Book/Short Story	A Dog of Flanders	NUUUU	2165637	2165637
Fantasy	Tom Shadyac	Universal	5.8	14098	PG-13	Drama	60000000	22-Feb-02	7	104	Original Screenplay	Dragonfly	NUUUU	30063805	30063805
Contemporary Fiction	NUUUU	First Look	6.8	7122	R	Thriller/Suspense	3300000	29-Dec-06	73	NUUUU	Original Screenplay	The Dead Girl	NUUUU	19875	19875
Dramatization	Catherine Hardwicke	Sony/TriStar	NUUUU	NUUUU	PG-13	Action	25000000	3-Jun-05	NUUUU	NUUUU	Original Screenplay	The Lords of Dogtown	NUUUU	11273517	11354893
Historical Fiction	Andrew Fleming	Sony Pictures	6.1	10451	PG-13	Comedy	13000000	4-Aug-99	70	NUUUU	Original Screenplay	Dick	NUUUU	6276869	6276869
Contemporary Fiction	Len Wiseman	20th Century Fox	7.5	130559	PG-13	Action	110000000	27-Jun-07	82	128	Based on Book/Short Story	Live Free or Die Hard	100774964	134529403	383531464
Kids Fiction	NUUUU	20th Century Fox	4.6	1727	PG	Adventure	5000000	6-Oct-00	NUUUU	NUUUU	Based on TV	Digimon: The Movie	NUUUU	9628751	16628751
Contemporary Fiction	NUUUU	MGM	4.8	207	PG-13	Comedy	13000000	12-Jun-98	17	NUUUU	Original Screenplay	Dirty Work	NUUUU	10020081	10020081
Science Fiction	Pierre Morel	Magnolia Pictures	7.1	21427	R	Action	15000000	2-Jun-06	NUUUU	85	Original Screenplay	Banlieue 13	NUUUU	1200216	11208291
Contemporary Fiction	Jason Friedberg	Lionsgate	1.7	34928	PG-13	Comedy	20000000	29-Aug-08	2	88	Original Screenplay	Disaster Movie	9859088	14190901	34690901
Science Fiction	Neill Blomkamp	Sony Pictures	8.3	151742	R	Thriller/Suspense	30000000	14-Aug-09	91	111	Original Screenplay	District 9	30058184	115646235	206552113
Contemporary Fiction	NUUUU	MGM	5.2	9394	R	Thriller/Suspense	15000000	24-Jul-98	30	83	Original Screenplay	Disturbing Behavior	NUUUU	17507368	17507368
Dramatization	Julian Schnabel	Miramax	8.0	31172	PG-13	Drama	14000000	30-Nov-07	NUUUU	NUUUU	Based on Book/Short Story	Le Scaphandre et le Papillon	2354497	5990075	19689095
Contemporary Fiction	Ron Shelton	MGM	6.6	10881	R	Drama	15000000	21-Feb-03	57	NUUUU	Original Screenplay	Dark Blue	NUUUU	9237470	11933396
NUUUU	NUUUU	Fox Searchlight	5.8	520	R	NUUUU	3250000	29-Oct-99	NUUUU	NUUUU	NUUUU	Dreaming of Joseph Lees	NUUUU	7680	7680
Historical Fiction	NUUUU	MGM	6.5	6086	PG-13	Drama	4000000	25-Jun-04	49	NUUUU	Based on Real Life Events	De-Lovely	NUUUU	13337299	18396382
Contemporary Fiction	Tyler Perry	Lionsgate	3.9	5369	PG-13	Comedy	10000000	24-Feb-06	26	NUUUU	Based on Play	Madea's Family Reunion	26508859	63257940	63308879
Contemporary Fiction	NUUUU	Paramount Pictures	5.6	7109	R	Black Comedy	14000000	21-Aug-98	15	93	Original Screenplay	Dead Man on Campus	NUUUU	15064948	15064948
Contemporary Fiction	NUUUU	Destination Films	5.3	7606	PG-13	Comedy	16000000	3-Mar-00	29	NUUUU	Original Screenplay	Drowning Mona	NUUUU	15427192	15427192
NUUUU	NUUUU	Miramax	5.3	976	PG-13	NUUUU	11900000	10-Dec-99	26	NUUUU	NUUUU	Diamonds	NUUUU	81897	81897
Science Fiction	NUUUU	Universal	6.0	34035	R	Action	33000000	14-Mar-08	48	NUUUU	Original Screenplay	Doomsday	8666480	11008770	21621188
Contemporary Fiction	NUUUU	Magnolia Pictures	5.4	4551	R	Thriller/Suspense	750000	23-Jan-09	NUUUU	NUUUU	Original Screenplay	Donkey Punch	NUUUU	19367	19367
Kids Fiction	NUUUU	Walt Disney Pictures	6.2	13962	PG	Adventure	127500000	19-May-00	65	82	Original Screenplay	Dinosaur	NUUUU	137748063	356148063
Fantasy	Corey Yuen	Weinstein/Dimension	4.9	16646	PG-13	Action	30000000	15-Jun-07	34	NUUUU	Based on Game	DOA: Dead or Alive	1370874	480314	2670860
Kids Fiction	NUUUU	Weinstein Co.	2.5	2709	G	Adventure	20000000	2006-01-01	NUUUU	NUUUU	Based on TV	Doogal	NUUUU	7578946	26942802
Contemporary Fiction	Kevin Smith	Lionsgate	7.3	100476	R	Comedy	10000000	12-Nov-99	68	135	Original Screenplay	Dogma	NUUUU	30651422	43948865
Contemporary Fiction	Harold Becker	Paramount Pictures	5.3	10778	PG-13	Thriller/Suspense	53000000	2-Nov-01	24	89	Original Screenplay	Domestic Disturbance	NUUUU	45207112	45207112
Dramatization	Tony Scott	New Line	5.9	32560	R	Action	50000000	14-Oct-05	19	133	Based on Real Life Events	Domino	15573570	10169202	17759202
Dramatization	Mike Newell	Sony Pictures	7.7	65462	R	Drama	35000000	28-Feb-97	87	121	Based on Real Life Events	Donnie Brasco	NUUUU	41954997	55954997
Science Fiction	Andrzej Bartkowiak	Universal	5.2	39473	R	Horror	70000000	21-Oct-05	19	NUUUU	Based on Game	Doom	28563264	28212337	54612337
Historical Fiction	NUUUU	Miramax	NUUUU	NUUUU	PG-13	Drama	20000000	12-Dec-08	78	NUUUU	Based on Play	Doubt	12876746	33422556	50923043
Kids Fiction	NUUUU	Walt Disney Pictures	4.8	920	G	Adventure	5000000	26-Mar-99	NUUUU	77	Based on TV	Doug's 1st Movie	NUUUU	19421271	19421271
Dramatization	NUUUU	Newmarket Films	6.1	404	R	Drama	13500000	18-Feb-05	NUUUU	NUUUU	Based on Real Life Events	Downfall	NUUUU	5501940	92101940
Contemporary Fiction	NUUUU	Fox Searchlight	6.6	6734	R	Thriller/Suspense	3000000	8-Aug-01	81	NUUUU	Based on Book/Short Story	The Deep End	NUUUU	8823109	8823109
Science Fiction	Mimi Leder	Paramount Pictures	6.0	54160	PG-13	Adventure	80000000	8-May-98	47	120	Original Screenplay	Deep Impact	NUUUU	140464664	349464664
Contemporary Fiction	Martin Scorsese	Warner Bros.	8.5	264148	R	Drama	90000000	6-Oct-06	93	152	Remake	The Departed	140689412	133311000	290539042
Contemporary Fiction	NUUUU	Miramax	4.8	14077	R	Horror	28000000	22-Dec-00	15	99	Original Screenplay	Dracula 2000	NUUUU	33000377	33000377
Science Fiction	Paul Anderson	Universal	6.6	40611	R	Action	65000000	22-Aug-08	41	105	Remake	Death Race	24667330	36316032	72516819
Fantasy	Sam Raimi	Universal	7.1	51343	PG-13	Horror	30000000	29-May-09	92	99	Original Screenplay	Drag Me To Hell	13123388	42100625	85724728
Historical Fiction	Ang Lee	Sony Pictures Classics	NUUUU	NUUUU	PG-13	Drama	15000000	8-Dec-00	NUUUU	120	Based on Book/Short Story	Crouching Tiger, Hidden Dragon	NUUUU	128067808	213200000
Contemporary Fiction	NUUUU	Weinstein Co.	3.4	3317	R	Action	22000000	11-Nov-05	20	NUUUU	Based on Book/Short Story	Derailed	27718572	36020063	54962616
Kids Fiction	Steve Carr	20th Century Fox	6.0	2993	PG	Comedy	72000000	22-Jun-01	NUUUU	87	Remake	Doctor Dolittle 2	NUUUU	112950721	176101721
Kids Fiction	Betty Thomas	20th Century Fox	5.2	25648	PG-13	Comedy	71500000	26-Jun-98	NUUUU	85	Remake	Doctor Dolittle	NUUUU	144156605	294156605
Contemporary Fiction	NUUUU	Paramount Pictures	5.5	6949	PG-13	Comedy	17000000	5-Sep-03	NUUUU	NUUUU	Original Screenplay	Dickie Roberts: Former Child Star	NUUUU	22734486	23734486
Contemporary Fiction	NUUUU	Paramount Pictures	5.9	19388	PG-13	Comedy	40000000	21-Mar-08	26	NUUUU	Original Screenplay	Drillbit Taylor	12040874	32862104	49686263
NUUUU	NUUUU	Sony Pictures Classics	6.7	5380	PG-13	NUUUU	4700000	13-Oct-06	48	98	NUUUU	Driving Lessons	NUUUU	239962	239962
Contemporary Fiction	Renny Harlin	Warner Bros.	4.2	18795	PG-13	Action	72000000	27-Apr-01	13	117	Original Screenplay	Driven	NUUUU	32616869	54616869
Contemporary Fiction	NUUUU	Miramax/Dimension	5.3	9979	PG-13	Horror	10600000	25-Dec-04	4	NUUUU	Original Screenplay	Darkness	NUUUU	22163442	34409206
Contemporary Fiction	Hugh Hudson	Sony Pictures	5.2	2298	PG-13	Drama	34000000	5-May-00	9	NUUUU	Based on Book/Short Story	I Dreamed of Africa	NUUUU	6543194	6543194
Science Fiction	Lawrence Kasdan	Warner Bros.	5.3	34141	R	Drama	68000000	21-Mar-03	30	136	Based on Book/Short Story	Dreamcatcher	NUUUU	33685268	75685268
Historical Fiction	Bill Condon	Paramount Pictures	6.6	28016	PG-13	Musical	75000000	15-Dec-06	78	130	Based on Musical/Opera	Dreamgirls	53674555	103365956	154965956
Historical Fiction	NUUUU	New Line	6.4	15092	R	Comedy	16000000	13-Aug-99	47	NUUUU	Original Screenplay	Detroit Rock City	NUUUU	4217115	4217115
Contemporary Fiction	NUUUU	New Line	6.2	16344	PG-13	Comedy	10000000	23-Jul-99	45	NUUUU	Original Screenplay	Drop Dead Gorgeous	NUUUU	10571408	10571408
Contemporary Fiction	NUUUU	20th Century Fox	5.2	18165	PG-13	Comedy	20000000	13-Dec-02	81	118	Original Screenplay	Drumline	NUUUU	56398162	56398162
Contemporary Fiction	NUUUU	Miramax	NUUUU	NUUUU	R	Action	2000000	20-Oct-00	NUUUU	NUUUU	Original Screenplay	The Legend of Drunken Master	NUUUU	11546543	11546543
Contemporary Fiction	NUUUU	Access Motion Picture Group	7.2	2991	R	Drama	2000000	28-Sep-01	NUUUU	NUUUU	Original Screenplay	Dinner Rush	NUUUU	638227	1075504
Contemporary Fiction	NUUUU	Lionsgate	7.4	58176	R	Thriller/Suspense	7000000	4-Aug-06	NUUUU	99	Original Screenplay	The Descent	22484444	26024456	57029609
Factual	NUUUU	Miramax	5.9	501	R	Concert/Performance	3000000	4-Apr-03	43	NUUUU	Original Screenplay	DysFunkTional Family	NUUUU	2255000	2255000
Kids Fiction	NUUUU	Sony Pictures	3.0	10050	PG	Comedy	16000000	2-Aug-02	2	80	Original Screenplay	The Master of Disguise	NUUUU	40363530	40363530
NUUUU	NUUUU	Goldwyn Entertainment	6.0	1412	R	NUUUU	5000000	4-Jun-99	NUUUU	NUUUU	NUUUU	Desert Blue	NUUUU	99147	99147
Contemporary Fiction	D.J. Caruso	Paramount Pictures	7.0	72231	PG-13	Thriller/Suspense	20000000	13-Apr-07	68	104	Original Screenplay	Disturbia	34508128	80209692	117573043
Contemporary Fiction	NUUUU	Walt Disney Pictures	6.8	162	PG-13	Action	24000000	12-Jan-01	12	88	Remake	Double Take	NUUUU	29823162	29823162
Contemporary Fiction	Frank Oz	MGM	5.1	6628	R	Comedy	20000000	17-Aug-07	61	90	Original Screenplay	Death at a Funeral	NUUUU	8580428	34743644
NUUUU	NUUUU	NUUUU	6.3	1776	R	Thriller/Suspense	800000	10-Mar-00	45	NUUUU	NUUUU	Deterrence	NUUUU	144583	371647
Contemporary Fiction	Stephen Frears	Miramax	7.5	18554	R	Drama	10000000	18-Jul-03	NUUUU	NUUUU	Original Screenplay	Dirty Pretty Things	NUUUU	8112414	13904766
Kids Fiction	Hugh Wilson	Universal	3.6	4628	PG	Comedy	22000000	27-Aug-99	14	NUUUU	Based on TV	Dudley Do-Right	NUUUU	9818792	9818792
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.7	5340	R	Drama	16000000	15-Sep-00	21	NUUUU	Original Screenplay	Duets	NUUUU	4734235	4734235
Contemporary Fiction	Jay Chandrasekhar	Warner Bros.	4.7	27016	PG-13	Comedy	53000000	5-Aug-05	13	105	Based on TV	The Dukes of Hazzard	NUUUU	80270227	110570227
NUUUU	NUUUU	Warner Bros.	7.2	2966	PG	Adventure	12000000	30-Sep-05	93	NUUUU	Based on Book/Short Story	Duma	NUUUU	870067	994790
Contemporary Fiction	NUUUU	New Line	3.3	14813	PG-13	Comedy	30000000	13-Jun-03	10	85	Original Screenplay	Dumb and Dumberer: When Harry Met Lloyd	NUUUU	26214846	26214846
Fantasy	NUUUU	Warner Bros.	NUUUU	NUUUU	NUUUU	NUUUU	15000000	8-Oct-05	NUUUU	NUUUU	Based on Game	Dungeons & Dragons 2: The Elemental Might	NUUUU	0	909822
Fantasy	NUUUU	New Line	3.6	16954	PG-13	Adventure	35000000	8-Dec-00	NUUUU	NUUUU	Based on Game	Dungeons and Dragons	NUUUU	15185241	33771965
Contemporary Fiction	Danny De Vito	Miramax	5.7	19238	PG-13	Comedy	40000000	26-Sep-03	NUUUU	NUUUU	Original Screenplay	Duplex	NUUUU	9652000	10070651
Contemporary Fiction	NUUUU	Universal	6.1	164	PG-13	Comedy	54000000	14-Jul-06	21	NUUUU	Original Screenplay	You, Me and Dupree	41651251	75802010	130402010
Contemporary Fiction	Taylor Hackford	Warner Bros.	NUUUU	NUUUU	R	Drama	57000000	17-Oct-97	NUUUU	144	Based on Book/Short Story	Devil's Advocate	NUUUU	61007424	153007424
Contemporary Fiction	Ron Howard	Sony Pictures	6.4	116903	PG-13	Thriller/Suspense	125000000	19-May-06	25	NUUUU	Based on Book/Short Story	The Da Vinci Code	100178981	217536138	757236138
Fantasy	NUUUU	Freestyle Releasing	3.8	14081	PG-13	Action	32000000	14-Sep-07	NUUUU	90	Traditional/Legend/Fairytale	D-War	7614486	10977721	79915361
Historical Fiction	NUUUU	MGM	5.3	4010	R	Drama	10000000	3-May-02	3	NUUUU	Original Screenplay	Deuces Wild	NUUUU	6044618	6044618
Fantasy	Paul Weitz	Paramount Pictures	5.0	9193	PG-13	Comedy	30000000	16-Feb-01	19	87	Remake	Down to Earth	NUUUU	64172251	71172251
Contemporary Fiction	NUUUU	Miramax	4.4	7095	PG-13	Romantic Comedy	9000000	21-Jan-00	3	92	Original Screenplay	Down to You	NUUUU	20035310	20035310
Dramatization	Todd Haynes	Weinstein Co.	7.1	23078	R	Drama	20000000	21-Nov-07	76	NUUUU	Based on Real Life Events	I'm Not There	6017494	4017609	11498547
Contemporary Fiction	NUUUU	Sony/Screen Gems	7.7	483	PG-13	Comedy	8000000	17-Sep-10	80	NUUUU	Based on Book/Short Story	Easy A	NUUUU	21056221	22156221
NUUUU	NUUUU	Magnolia Pictures	6.2	790	R	NUUUU	3000000	26-Feb-10	NUUUU	NUUUU	NUUUU	The Eclipse	NUUUU	133411	133411
Contemporary Fiction	Martin Campbell	Warner Bros.	6.7	24174	R	Drama	60000000	29-Jan-10	55	NUUUU	Based on TV	Edge of Darkness	12665512	43313890	78739628
Contemporary Fiction	Ron Howard	Universal	6.0	21734	PG-13	Comedy	60000000	26-Mar-99	62	122	Original Screenplay	EDtv	NUUUU	22508689	35319689
Dramatization	NUUUU	Sony Pictures Classics	7.5	22855	PG-13	Drama	7500000	9-Oct-09	94	NUUUU	Based on Factual Book/Article	An Education	1765115	12574914	14134502
Contemporary Fiction	NUUUU	Miramax	6.7	8351	R	Comedy	3000000	14-Apr-00	NUUUU	NUUUU	Based on Play	East is East	NUUUU	4170647	4170647
Contemporary Fiction	NUUUU	Orion Pictures	4.8	5127	R	Black Comedy	3000000	18-Apr-97	11	NUUUU	Original Screenplay	8 Heads in a Duffel Bag	NUUUU	3602884	4002884
Contemporary Fiction	D.J. Caruso	Paramount Pictures	6.6	52336	PG-13	Thriller/Suspense	80000000	26-Sep-08	27	117	Original Screenplay	Eagle Eye	38374936	101440743	178066569
Contemporary Fiction	Joel Schumacher	Sony Pictures	6.3	47753	R	Thriller/Suspense	40000000	26-Feb-99	22	119	Original Screenplay	8MM	NUUUU	36443442	96398826
Dramatization	NUUUU	Miramax	5.8	44	R	Drama	5500000	14-Dec-01	79	NUUUU	Based on Book/Short Story	Iris	NUUUU	5580479	15035827
Contemporary Fiction	Alexander Payne	Paramount Pictures	7.4	37454	R	Black Comedy	8500000	23-Apr-99	92	103	Based on Book/Short Story	Election	NUUUU	14943582	14943582
Super Hero	NUUUU	20th Century Fox	4.9	27283	PG-13	Action	65000000	14-Jan-05	10	NUUUU	Spin-Off	Elektra	NUUUU	24409722	56409722
Kids Fiction	Jon Favreau	New Line	6.8	42123	PG	Comedy	32000000	7-Nov-03	84	95	Original Screenplay	Elf	NUUUU	173398518	220443451
Dramatization	Shekhar Kapur	Gramercy	7.6	33773	R	Drama	25000000	6-Nov-98	81	124	Based on Real Life Events	Elizabeth	NUUUU	30082699	82150642
Fantasy	NUUUU	Miramax	6.3	12020	PG	Comedy	35000000	9-Apr-04	49	96	Based on Book/Short Story	Ella Enchanted	NUUUU	22913677	22913677
Contemporary Fiction	Robert Rodriguez	Sony Pictures	6.2	54413	R	Action	29000000	12-Sep-03	68	102	Original Screenplay	Once Upon a Time in Mexico	NUUUU	56330657	98156459
Kids Fiction	NUUUU	Sony Pictures	5.4	1059	G	Comedy	17000000	1-Oct-99	76	NUUUU	Based on TV	The Adventures of Elmo in Grouchland	NUUUU	11634458	11634458
Historical Fiction	NUUUU	Universal	6.7	8165	PG-13	Drama	12500000	22-Nov-02	50	NUUUU	Based on Book/Short Story	The Emperor's Club	NUUUU	14060950	16124074
Contemporary Fiction	NUUUU	Universal	6.5	63	R	Drama	3500000	6-Dec-02	21	NUUUU	Original Screenplay	Empire	NUUUU	17504595	18495444
Factual	NUUUU	Warner Independent	7.8	23674	G	Documentary	3400000	24-Jun-05	NUUUU	80	Based on Real Life Events	La marche de l'empereur	NUUUU	77437223	129437223
